Origin,Dest,Reporting_Airline,TotalFlights,DelayedFlights,CancelledFlights,AvgDepDelay,AvgArrDelay
DFW,BOS,AA,2379,1269,36,23.707639778062312,15.558785805899957
DEN,IAD,UA,2378,851,61,15.424935289042278,9.270410367170626
DEN,BNA,WN,2375,1294,21,12.280798640611724,7.091219096334186
LAX,SFO,DL,2368,899,16,14.139030612244898,11.450212765957447
SFO,LAX,DL,2368,961,17,15.990216928966397,6.333475116971502
BOS,LGA,B6,2360,651,65,10.752613240418118,3.248910200523104
LGA,BOS,B6,2359,614,69,13.225370531822145,4.538024475524476
IAH,LAS,UA,2356,988,33,15.52389151958674,10.404136148211977
LAS,IAH,UA,2354,657,35,8.201379905131523,0.7320885801128962
MCI,ATL,DL,2352,471,18,5.276778063410454,0.19031290184312044
ATL,MCI,DL,2352,719,17,8.514346895074947,6.212108200944612
DEN,STL,WN,2352,1258,14,12.78699743370402,7.348309798887462
ATL,ECP,DL,2351,602,19,5.550171526586621,1.1440860215053763
ECP,ATL,DL,2350,720,19,7.886314886314886,2.490549828178694
ORD,BOS,UA,2346,831,32,13.058290155440414,7.514705882352941
ATL,SFO,DL,2345,1096,16,13.310863031343924,9.424581005586592
SFO,ATL,DL,2343,1075,18,12.995270851246776,3.268303186907838
FLL,JFK,B6,2343,1187,59,24.547921225382932,16.237906772207563
JFK,FLL,B6,2342,1252,63,21.71039929793769,13.297619047619047
BOS,ORD,UA,2342,660,34,8.758232235701906,4.594102341717259
SFO,IAD,UA,2336,1028,35,13.46133796698523,2.511111111111111
OAK,SNA,WN,2334,863,16,6.302285467874084,-3.9063039723661483
SNA,OAK,WN,2334,885,19,7.360967184801382,-1.503671706263499
IAD,SFO,UA,2332,938,35,12.062200956937799,0.8496076721883173
ATL,CMH,DL,2329,661,15,6.9049676025917925,3.7214532871972317
CMH,ATL,DL,2325,543,17,5.930242634315425,-0.6331309627059843
IAH,ATL,DL,2322,981,25,12.79277318241184,5.783877995642701
ATL,IAH,DL,2321,972,25,11.195993031358885,7.68273444347064
CLT,JAX,AA,2319,1130,33,22.544381285526892,18.78415061295972
DEN,PHX,UA,2319,795,32,8.219501530389156,3.0192475940507437
JAX,CLT,AA,2319,825,36,15.0853765323993,12.525438596491227
PHX,DEN,UA,2318,617,27,7.608202443280978,0.8934497816593886
ATL,PIT,DL,2308,673,18,7.1965065502183405,4.835299257317606
PIT,ATL,DL,2308,523,18,4.377729257641922,-3.007867132867133
LAX,MSP,DL,2299,721,18,7.178430512932924,-2.4708205353225097
MSP,LAX,DL,2297,772,18,7.242650285212813,-2.83099209833187
MIA,BOS,AA,2297,1182,38,22.51658558160106,13.976010661928031
BOS,MIA,AA,2295,651,38,10.256978289765176,-0.8718861209964412
DAL,MSY,WN,2288,1146,29,12.63716814159292,8.825855175477566
BOS,MCO,B6,2284,1160,45,23.012952210808397,15.630044843049328
MCO,BOS,B6,2282,1022,49,22.27720555306762,15.34020618556701
PHX,SNA,WN,2282,1147,8,9.815905096660808,0.1227452705675319
SNA,PHX,WN,2282,1100,15,9.261463844797179,1.2847682119205297
LAS,LGB,WN,2276,1164,16,11.171895713654441,2.1792828685258963
ORD,LGA,DL,2276,648,46,15.2897447380206,6.721821460775473
LGA,ORD,DL,2276,674,44,15.54626732230666,5.411076091850518
LGB,LAS,WN,2275,945,15,9.878318584070797,4.9375
SJC,BUR,WN,2273,699,35,6.554464285714285,-1.1342281879194631
HOU,MSY,WN,2272,979,20,11.454948956946295,3.0249110320284696
ATL,SAT,DL,2268,770,18,8.646379386939138,4.997326203208556
SAT,ATL,DL,2268,853,20,10.121387283236995,3.878342245989305
ATL,VPS,DL,2266,569,19,7.230769230769231,2.8575256811076373
VPS,ATL,DL,2266,661,20,9.02626892252894,2.22192513368984
DCA,JFK,YX,2264,532,62,7.13599274705349,4.864214350590372
JFK,DCA,YX,2264,461,58,5.817564508827524,-4.43
MSY,DAL,WN,2263,1178,29,15.4,12.142792995060619
ORD,MSP,UA,2259,1019,28,14.936799641416405,12.647375504710633
MSP,ORD,UA,2256,668,30,9.522227211495284,8.024730215827338
MIA,EWR,UA,2256,901,84,19.78564857405704,13.486598890942698
EWR,MIA,UA,2256,791,71,13.54686785550983,7.795048143053645
MSY,HOU,WN,2251,1097,36,13.796212804328224,8.699367088607595
SFO,JFK,DL,2250,867,11,14.967842786958464,2.884649910233393
JFK,SFO,DL,2249,909,10,18.11612326931666,5.3105145413870245
ATL,PHX,DL,2248,883,14,9.292300805729633,6.226660682226212
PHX,ATL,DL,2245,865,16,8.589237668161434,0.374326750448833
LAS,MSP,DL,2241,575,16,4.821733273462057,-3.7095173658096527
DFW,TUS,AA,2240,1097,46,22.92844120328168,17.33667883211679
TUS,DFW,AA,2239,723,49,17.209036969420357,14.376486733760293
MSP,LAS,DL,2238,564,16,4.966696669666967,-2.4714092751013057
SMF,SNA,WN,2235,856,7,6.543741588156124,-1.750785810507409
BUR,SJC,WN,2234,710,37,6.225204731574158,-1.459016393442623
MCO,IAH,UA,2234,800,62,16.65041398344066,11.88894030541416
SNA,SMF,WN,2234,907,11,7.558202247191011,1.3762376237623761
IAH,MCO,UA,2233,984,50,19.786270022883294,14.233593391463975
LAX,PHL,AA,2226,748,15,12.51696065128901,6.6991833030853
PHL,LAX,AA,2223,960,15,16.26108597285068,8.684353741496599
MDW,DAL,WN,2223,1151,31,13.974452554744525,5.889041723979826
LAX,SEA,DL,2221,660,10,6.475802804161013,-5.62262443438914
DAL,MDW,WN,2221,1244,29,15.348540145985401,7.9436038514442915
CLT,LAS,AA,2221,1121,18,17.82403628117914,9.699863574351978
LAS,CLT,AA,2219,739,19,19.17574931880109,11.112025605852766
SEA,LAX,DL,2219,718,9,5.367254635911352,-3.606156631960163
JFK,SJU,B6,2211,1209,29,25.10403299725023,17.86107290233838
SJU,JFK,B6,2209,901,28,22.671251719394775,11.519062930638494
SEA,SLC,DL,2209,633,8,4.129032258064516,-4.3127272727272725
LAS,SFO,UA,2208,773,44,11.951016635859519,10.963493530499075
SLC,SEA,DL,2208,763,8,6.557727272727273,-1.5882620564149226
MDW,MCI,WN,2203,1012,28,10.701746323529411,4.687096774193549
SFO,LAS,UA,2199,790,48,11.31816070599164,5.113541181945091
CLT,DTW,AA,2199,1015,27,19.83985273815002,15.162898015689894
DTW,CLT,AA,2197,634,29,14.500461254612546,8.537927844588344
HNL,LIH,WN,2194,528,3,2.365875912408759,-1.0232876712328767
LIH,HNL,WN,2194,362,4,-0.4821917808219178,-6.043835616438356
HNL,KOA,WN,2193,554,12,2.165444546287809,-1.7073394495412844
KOA,HNL,WN,2193,334,14,-0.9628440366972477,-4.663607159247361
STL,ATL,DL,2183,484,15,5.38929889298893,-0.5164123901987979
ATL,STL,DL,2183,631,14,6.704011065006916,3.1913123844731976
DCA,BOS,AA,2178,848,45,22.62605435801312,16.520412951665886
BOS,DCA,AA,2178,663,47,19.38818565400844,10.989161168708765
SLC,DFW,AA,2177,757,43,21.211241217798595,15.159924741298212
DFW,SLC,AA,2177,1288,43,28.972833723653395,22.930549038010323
PHX,TUS,OO,2172,449,2,4.580838323353293,0.5564776394651914
TUS,PHX,OO,2167,418,2,4.78891454965358,4.237523105360443
MSP,DEN,WN,2162,948,14,11.519087523277467,2.8092350746268657
ORD,LAS,UA,2161,801,32,10.858818011257036,1.1887058823529413
ATL,SRQ,DL,2159,667,67,9.417304015296367,8.464781983708672
SRQ,ATL,DL,2159,537,68,7.859875657580106,5.138822403063667
LAS,ORD,UA,2157,568,46,8.090004737091427,0.6693586698337293
LAX,SAN,OO,2156,480,9,6.170697674418605,5.526856609061186
SAN,LAX,OO,2156,424,9,5.238006520726596,3.8448998602701443
BUR,PHX,WN,2154,750,17,7.333645297145531,-0.9794007490636704
SAN,ATL,DL,2154,867,18,13.083801498127341,6.310798122065727
ORD,DTW,OO,2153,964,29,16.880885122410547,11.070654733867169
DTW,ORD,OO,2153,468,31,11.458529688972668,4.164305949008498
TYS,CLT,OH,2151,734,28,10.449623352165725,9.913289349670123
ATL,SAN,DL,2151,806,17,8.319119025304593,4.926852288815479
DEN,MSP,WN,2150,1197,17,13.210501640881388,5.782363977485929
LAX,IAD,UA,2149,732,26,6.6387187941592085,-2.8049126121870573
CLT,TYS,OH,2148,758,22,11.220760920620009,9.573176470588235
IAD,LAX,UA,2146,703,34,8.968291528632276,-1.9235517568850902
PHX,BUR,WN,2146,1035,9,11.389148737137512,3.2725563909774436
EWR,ATL,UA,2146,767,48,15.072380952380952,7.917703349282297
MCI,MDW,WN,2145,900,22,7.518605746585021,0.809052333804809
ATL,EWR,UA,2141,765,52,18.549282296650716,11.954370797310279
DFW,LIT,MQ,2141,659,32,7.857345971563981,4.943521594684386
LAS,AUS,WN,2139,1126,7,12.409005628517823,6.9614299153339605
LIT,DFW,MQ,2139,844,32,16.10246679316888,15.029942965779467
DEN,LAX,WN,2137,1370,15,15.810084825636192,6.605560791705938
SAN,DEN,UA,2136,493,34,6.854424357754519,1.4842707340324117
DEN,SAN,UA,2136,767,34,11.013789824060865,5.95461060678452
BWI,DEN,WN,2135,1422,22,16.32923368022706,5.056532066508313
SAN,SFO,UA,2128,772,45,15.345655304848776,15.659625540086413
SFO,SAN,UA,2128,741,46,10.38915547024952,5.501926782273603
AUS,LAS,WN,2127,1078,7,12.388679245283019,5.204062352385451
PIT,LGA,YX,2126,268,31,0.4232602478551001,-3.3436902485659656
IND,ORD,YX,2124,311,15,0.7610241820768137,-3.0090175605125773
LGA,PIT,YX,2123,395,41,4.510086455331412,-4.965881787602115
ORD,IND,YX,2121,645,16,7.668566001899335,0.7899239543726235
MSP,PHX,DL,2117,723,15,10.887250237868697,4.333968556455455
PHX,MSP,DL,2116,691,15,7.830080913850547,1.2031473533619457
EWR,PIT,YX,2115,443,72,5.559686888454012,-2.154260528893242
HOU,PHX,WN,2114,1009,18,11.818225190839694,4.276981852913085
PIT,EWR,YX,2112,308,55,2.82904322486644,-6.913910505836576
ATL,IAD,DL,2109,679,20,10.573001436093826,7.8286948176583495
BNA,MCO,WN,2108,977,29,10.068302068302069,4.014975845410628
IAD,ATL,DL,2108,683,20,11.438697318007662,1.348201438848921
BUR,SFO,OO,2105,915,34,17.62337035248672,16.379192999513855
IAH,AUS,UA,2101,928,29,16.700722891566265,14.532850241545894
DFW,ELP,AA,2100,1151,45,27.252554744525547,22.952729044834307
AUS,IAH,UA,2100,585,38,8.837693798449612,6.792718446601942
MDW,DCA,WN,2099,942,26,11.266152362584378,4.344309927360775
DCA,MDW,WN,2099,1044,25,11.208293153326904,1.5258579023682939
AUS,BNA,WN,2098,1039,13,11.554916067146284,5.125480769230769
LAX,PHX,WN,2098,1052,6,10.878165312947921,4.664275466284074
ELP,DFW,AA,2098,659,44,18.81840311587147,15.972589329417524
PHX,HOU,WN,2095,1112,13,10.509125840537944,5.698213423466925
DEN,BWI,WN,2094,1234,21,13.332690453230473,6.54110251450677
SFO,BUR,OO,2094,731,28,10.334946757018393,7.63094083414161
MCO,BNA,WN,2092,1066,39,13.188017535314174,7.611328125
BNA,AUS,WN,2090,928,13,9.125662012518054,2.163855421686747
ATL,BWI,WN,2090,1061,15,12.822168674698796,6.867277992277992
STL,DAL,WN,2090,1000,21,11.353794103431609,5.72093023255814
LAX,TUS,OO,2087,581,0,9.576425491135602,9.176893576222435
LGA,DFW,DL,2087,583,20,10.239477503628446,0.22265625
DFW,LGA,DL,2087,644,22,13.923597678916828,2.9363057324840764
AUS,PHX,WN,2086,920,15,10.527992277992277,4.267053701015965
TUS,LAX,OO,2085,480,1,7.587811900191938,6.29971181556196
DAL,STL,WN,2083,998,17,12.76621490803485,6.646631119728551
PHX,LAX,WN,2082,1282,2,14.841346153846153,7.634615384615385
PHX,AUS,WN,2081,1014,12,11.236346060898985,5.193016488845781
LAX,RNO,OO,2077,487,5,5.870173745173745,2.6088221037324284
RNO,LAX,OO,2075,400,8,4.3580067731011125,1.1413359148112294
ORD,MCO,UA,2073,712,45,10.171597633136095,3.920375865479723
BWI,CLT,AA,2073,770,34,17.846229187071497,13.506142506142506
CLT,BWI,AA,2073,1049,30,22.114481409001957,18.304561059342817
DCA,IAH,UA,2071,599,46,11.339417858904785,3.986111111111111
DFW,AMA,MQ,2071,609,34,8.094700686947988,3.284660766961652
AMA,DFW,MQ,2070,539,35,7.788801571709234,5.54608181370133
IAH,DCA,UA,2070,820,39,15.26686361398326,9.057368941641938
ATL,AVL,DL,2070,468,54,8.044146825396826,3.081054201889607
MCO,ORD,UA,2070,699,60,10.352882703777336,5.572355289421158
AVL,ATL,DL,2069,702,53,10.39781746031746,1.6612103174603174
LAX,DEN,WN,2069,1043,17,12.867088607594937,2.583130180399805
MIA,TPA,AA,2066,1058,60,27.779990044798407,24.39152119700748
MCO,LGA,DL,2065,828,41,15.26061204343534,5.328039702233251
LGA,MCO,DL,2065,847,41,14.371851851851853,6.916419386745797
TPA,MIA,AA,2064,685,66,17.03153153153153,11.696044066099148
LAS,DTW,DL,2063,606,13,6.596097560975609,-0.839119804400978
DTW,LAS,DL,2063,699,15,10.639824304538799,4.945285784074255
LGA,RDU,9E,2060,503,63,6.613613613613613,-4.39688911189162
RDU,LGA,9E,2059,580,65,14.898245614035087,8.311368209255534
DTW,MCO,DL,2057,888,28,18.367487684729063,14.7680157946693
MCO,DTW,DL,2056,809,30,17.965449160908193,15.364938271604938
MKE,ATL,DL,2049,546,17,8.766732283464567,1.9206505667816658
ATL,MKE,DL,2048,579,16,7.282341367437285,4.761458846722523
DEN,SMF,WN,2046,1201,17,15.026095519448548,9.959586002957122
PBI,CLT,AA,2046,742,30,16.097125867195242,13.592850049652434
LAS,HOU,WN,2045,1183,14,13.414574101427869,6.517565561603167
CLT,PBI,AA,2045,862,29,15.903321764997521,13.81781981085117
CHS,CLT,AA,2043,611,35,14.975597609561753,13.170573566084789
CLT,CHS,AA,2043,947,33,21.660696517412934,16.05527888446215
MCI,DFW,AA,2041,717,40,19.579420579420578,17.78728728728729
BWI,ATL,WN,2040,1223,15,15.977777777777778,8.496538081107815
DFW,MCI,AA,2039,1056,39,25.4255,22.316633266533067
PHX,OAK,WN,2036,1221,3,12.352680767338908,5.857283464566929
OAK,PHX,WN,2036,1087,5,10.489906450024618,3.272772033481044
DAL,MCI,WN,2035,983,24,13.689706613625063,8.867098058735689
ATL,LIT,DL,2032,507,12,6.048514851485148,0.3518334985133796
RDU,DFW,AA,2031,837,31,21.9975,14.568844221105527
LIT,ATL,DL,2031,414,13,4.020317145688801,-3.2741695587506197
CLT,EWR,AA,2028,1084,63,25.705942102590146,26.511722731906218
ATL,BDL,DL,2027,643,15,7.925944333996024,6.0889662027833005
MCI,DAL,WN,2027,850,25,9.453546453546453,3.8159478435305916
BDL,ATL,DL,2026,794,15,8.41869716558926,0.521414342629482
EWR,CLT,AA,2026,887,62,24.955239064089522,16.59652706843718
DFW,TUL,AA,2026,1039,46,26.67003027245207,22.174001011633788
DFW,RDU,AA,2025,1079,30,27.266900350525788,23.003015075376883
SMF,PHX,WN,2024,887,5,7.981178801386825,1.847718253968254
TUL,DFW,AA,2023,614,48,24.01012658227848,21.299695740365113
DFW,ABQ,AA,2018,1003,57,26.596634370219277,22.289366053169733
PHX,SMF,WN,2018,1040,1,10.771938522558255,4.299454635597422
ABQ,DFW,AA,2018,628,61,24.699489795918367,22.157948717948717
HOU,LAS,WN,2008,1039,14,13.779338014042127,4.687907676869042
DFW,ONT,AA,2005,1043,35,25.091277890466532,16.571356018283392
SMF,LGB,WN,2004,722,16,6.565895372233401,-0.6646495209278871
CLT,RSW,AA,2004,909,41,19.738665308201732,15.855901890648953
RSW,CLT,AA,2004,619,43,14.835881753312947,10.852459016393443
ONT,DFW,AA,2004,662,35,18.90964467005076,11.481329923273657
LGB,SMF,WN,2004,672,10,5.687218045112782,-1.1866532865027597
ATL,JAN,DL,2003,487,11,5.493975903614458,-0.07386934673366834
JAN,ATL,DL,2003,361,12,3.953792064289302,-2.3964735516372797
JFK,CLT,AA,1999,555,21,13.415065722952477,5.689812468322351
CLT,JFK,AA,1996,1074,24,21.336372847011145,17.553353658536587
PHX,ORD,UA,1991,564,42,7.601230138390569,-0.07095115681233934
ORD,PHX,UA,1990,728,27,10.588295165394403,1.3581632653061224
SAN,SFO,OO,1985,916,27,17.98876404494382,22.50258531540848
MCO,HOU,WN,1984,1138,30,16.942681678607983,11.446786632390745
PHX,LAX,AA,1982,718,4,12.967155128852957,10.649468892261002
LAX,PHX,AA,1981,679,4,16.469903894790086,14.327088607594936
DEN,MCO,WN,1980,1230,29,17.93900563813429,10.712815234173958
SJU,MCO,WN,1979,892,15,9.238289205702648,6.462755102040816
MCO,SJU,WN,1978,1251,12,15.52848423194303,6.791751527494909
LGA,DTW,DL,1978,632,22,13.96525293817067,4.960593654042989
DTW,LGA,DL,1978,697,23,12.342521694742215,6.306864754098361
LAX,DTW,DL,1973,683,15,7.2563840653728295,-0.30655066530194475
DTW,LAX,DL,1971,881,14,12.504343382728667,1.0792838874680306
MDW,BNA,WN,1971,839,24,9.958911145351824,1.477857878475798
ORD,SBN,OO,1970,938,51,20.7171875,15.717118997912317
SBN,ORD,OO,1969,602,52,15.634324465310382,8.912884715701617
HOU,MCO,WN,1967,899,39,14.531639004149378,5.872395833333333
SFO,SAN,OO,1967,799,26,14.728909465020577,16.91261633919338
BNA,MDW,WN,1962,860,24,10.18266253869969,0.7506466632177962
BNA,BWI,WN,1961,823,22,8.617525773195876,1.8631905007743934
CLT,BNA,AA,1961,916,31,20.607660455486542,18.32209543568465
BNA,CLT,AA,1960,705,34,23.074247144340603,24.28824141519251
HSV,ATL,DL,1958,455,21,3.8094992256066083,-4.269767441860465
PHX,LAX,OO,1958,534,0,3.929009193054137,-0.9678243105209398
LAX,PHX,OO,1958,397,0,2.4540347293156284,3.5917220235053655
ATL,HSV,DL,1958,505,21,6.478844169246646,0.5025826446280992
BHM,CLT,OH,1952,623,21,13.983946141895391,11.400622729631552
SMF,DEN,WN,1950,1021,14,9.770144628099173,3.278612118073537
CLT,BHM,OH,1950,613,16,10.142118863049095,7.141377524598654
BWI,BNA,WN,1950,1051,12,13.159442724458204,4.625193598347961
DCA,MCO,AA,1949,556,31,12.9765625,6.568884232582504
FLL,DFW,AA,1948,767,52,21.420442571127502,18.081697612732096
MCO,DCA,AA,1948,685,33,20.757180156657963,16.023097112860892
SJC,PHX,WN,1947,773,4,7.790015440041174,1.895360824742268
DFW,FLL,AA,1946,945,50,20.979978925184405,15.789751716851558
LBB,DFW,MQ,1946,533,37,11.29020429544264,9.161510225485054
DFW,LBB,MQ,1946,552,37,7.173207744636316,3.2130115424973766
MCO,SJU,B6,1941,877,21,17.568229166666665,9.83864229765013
BOS,DEN,UA,1940,682,42,8.363013698630137,-2.6479915433403804
SJU,MCO,B6,1940,944,23,22.66249347939489,13.823560209424084
IAH,SAT,UA,1940,840,46,17.257911392405063,13.793340380549683
SAT,IAH,UA,1939,426,49,8.878306878306878,6.7342509264160935
PHX,LAS,AA,1939,662,5,12.710594315245478,12.012415933781687
DEN,MCO,UA,1938,644,51,12.795021186440678,4.699468085106383
DEN,BOS,UA,1938,745,31,14.176100628930818,8.691052631578948
MCO,DEN,UA,1938,653,47,12.78499735868991,6.850928381962865
LAS,PHX,AA,1935,509,5,13.024870466321243,8.145228215767634
PHX,SJC,WN,1935,979,3,10.855590062111801,4.20973588814086
PIT,CLT,AA,1934,622,15,10.8984375,8.06621480709072
DEN,SEA,UA,1934,745,21,9.716823406478579,3.9874279727606075
MCO,JFK,DL,1932,840,38,16.438225976768745,8.606444796619122
JFK,MCO,DL,1932,744,39,12.356576862123614,2.5778601694915255
CLT,PIT,AA,1931,926,13,20.6046875,15.17318727177882
LAS,DEN,F9,1931,710,32,18.923684210526314,14.826132771338251
SEA,DEN,UA,1928,464,36,6.290169133192389,-2.0169581346051935
MCO,DEN,WN,1923,1190,31,16.948202959830866,8.363636363636363
DEN,LGA,UA,1922,719,20,12.154936974789916,5.76420605416888
DEN,LAS,F9,1922,909,24,18.906217070600633,10.844491302055877
LGA,DEN,UA,1922,551,23,10.504736842105263,-0.10987261146496816
IND,LGA,YX,1914,333,35,2.314558979808714,-1.8129342597541422
SJU,MIA,AA,1912,754,10,22.262881177707676,21.86315789473684
MIA,SJU,AA,1912,838,9,18.138202837624803,10.858346498156925
DFW,STL,AA,1910,900,40,21.486370924639232,16.930942184154176
SEA,SJC,AS,1910,800,35,8.007466666666666,4.765866666666667
SJC,SEA,AS,1910,549,47,3.3317230273752014,-0.04245029554003224
EWR,IND,YX,1910,437,54,6.80752688172043,-2.1977370689655173
LGA,IND,YX,1909,363,37,4.379861481086841,-4.137894174238375
STL,DFW,AA,1907,671,44,21.04343163538874,18.08826695371367
IND,EWR,YX,1902,326,49,3.477885652642934,-4.382034632034632
MSP,DTW,DL,1900,510,6,6.184794086589229,1.2620179609086106
DTW,MSP,DL,1899,606,4,8.643271767810026,1.2783940834653988
JAX,DFW,AA,1898,716,45,17.56287101996762,14.258555133079849
DFW,JAX,AA,1897,956,43,21.465480043149945,17.796436285097194
MDW,STL,WN,1890,761,22,8.468950749464668,0.7214783074450991
AUS,CLT,AA,1882,625,25,21.65519096288327,17.730561555075592
CLT,AUS,AA,1882,949,23,19.677419354838708,11.804746494066883
MCO,STL,WN,1880,1028,25,13.68157327586207,7.9092382495948135
OAK,DEN,WN,1879,980,11,9.18629550321199,1.8067632850241546
MSP,MDW,WN,1876,765,20,9.01885775862069,-0.3130059363194819
STL,MDW,WN,1875,808,27,8.701839826839826,0.16702819956616052
BDL,CLT,AA,1874,757,17,17.222940226171243,11.958512931034482
DEN,SMF,UA,1874,761,18,11.757265877287406,4.817349137931035
PSP,SFO,OO,1873,765,23,16.77243243243243,19.190502183406114
RDU,BWI,WN,1872,747,11,7.975832438238453,1.263866451265482
CLT,BDL,AA,1872,939,16,19.972551130247577,14.943396226415095
BWI,RDU,WN,1872,1091,11,14.851692638366469,8.269644779332616
SMF,DEN,UA,1870,354,23,3.1358225108225106,-4.573601303639326
MSP,ORD,DL,1869,567,19,11.314594594594595,7.618171984856679
ORD,MSP,DL,1869,661,21,18.9025974025974,12.10255018990776
SFO,PSP,OO,1869,773,22,15.611261505143476,12.880913539967374
PDX,LAX,AS,1868,570,28,4.162954915806627,0.09244154431756389
MDW,BWI,WN,1868,896,22,10.744853737811484,4.688177874186551
LAX,PDX,AS,1867,443,27,2.3793478260869567,-0.02936378466557912
MCO,MSP,DL,1866,656,28,15.623503808487486,9.566140446379967
MSP,MCO,DL,1866,618,28,11.187058183795541,6.471615720524017
DEN,OAK,WN,1865,1255,9,15.407327586206897,9.482740021574973
CLT,MEM,AA,1863,876,17,19.685807150595885,15.22439024390244
MEM,CLT,AA,1862,634,19,15.824390243902439,13.198589256646772
MDW,MSP,WN,1861,893,12,12.189291508923743,6.024891774891775
CLT,IND,AA,1860,916,17,20.755290287574606,15.235997824904839
IND,CLT,AA,1858,638,17,13.780554046713743,13.113648722131593
PVD,BWI,WN,1858,664,16,6.501085776330076,-2.547282608695652
BWI,PVD,WN,1857,1106,17,16.966865833785985,9.984782608695653
AUS,MCO,WN,1852,946,25,15.184354485776804,9.346322722283205
ABQ,LAX,OO,1849,256,1,0.9258658008658008,-2.687973997833153
LAX,ABQ,OO,1849,341,0,2.535424553812872,1.2425554953979425
STL,MCO,WN,1847,825,28,11.447252747252747,4.384573002754821
ATL,DAL,DL,1847,502,13,6.95092693565976,0.5849780701754386
DAL,ATL,DL,1847,550,15,13.120633187772926,7.234263820470717
DFW,PDX,AA,1846,1074,36,26.102097130242825,18.68141592920354
PDX,DFW,AA,1846,711,35,20.104914411927112,13.164444444444445
LEX,ATL,DL,1845,340,21,5.897478070175438,-5.746023038946791
ATL,LEX,DL,1845,431,21,5.6062431544359255,-0.4964226747385801
MCO,AUS,WN,1843,971,22,12.831411312465677,10.951648351648352
BWI,DAL,WN,1843,1206,25,16.323804288070367,6.494754279403645
DEN,AUS,UA,1843,610,11,10.433406113537117,6.856438356164383
BWI,MDW,WN,1842,1104,21,15.041735310269083,7.702970297029703
